PID,Stage,Start,End,Rating
20,Pre-intervention,15:13:00,16:13:00,Slightly drowsy
20,Pre-intervention,16:13:00,17:13:00,Moderately Drowsy
20,Pre-intervention,17:13:00,18:13:00,Slightly drowsy
20,Pre-intervention,18:13:00,19:13:00,Moderately drowsy
20,Pre-intervention,19:13:00,20:13:00,Moderately drowsy
20,Pre-intervention,20:13:00,21:13:00,Moderately drowsy
20,Pre-intervention,21:13:00,22:13:00,Moderately drowsy
20,Pre-intervention,22:13:00,23:13:00,Slightly drowsy
20,Pre-intervention,23:13:00,24:13:00,Slightly drowsy
20,Intervention (n-back),24:13:00,25:13:00,Slightly drowsy
20,Intervention (2-back),25:13:00,26:13:00,Slightly drowsy
20,Intervention (2-back),26:13:00,27:13:00,Slightly drowsy
20,Intervention (2-back),27:13:00,28:13:00,Slightly drowsy
20,Intervention (2-back),28:13:00,29:13:00,Slightly drowsy
20,Post-intervention (2-back),29:13:00,30:13:00,Slightly drowsy
20,Intervention (1-back),30:13:00,31:13:00,Moderately drowsy
20,Intervention (1-back),31:13:00,32:13:00,Moderately drowsy
20,Intervention (1-back),32:13:00,33:13:00,Moderately Drowsy
20,Intervention (1-back),33:13:00,34:13:00,Slightly drowsy
20,Post-intervention,34:13:00,35:13:00,Not drowsy
20,Post-intervention,35:13:00,36:13:00,Slightly drowsy
20,Post-intervention,36:13:00,37:13:00,Slightly drowsy
20,Post-intervention,37:13:00,38:13:00,Slightly drowsy
20,Post-intervention,38:13:00,39:13:00,Not drowsy
20,Post-intervention,39:13:00,40:13:00,Slightly drowsy
20,Post-intervention,40:13:00,41:13:00,Slightly drowsy
20,Post-intervention,41:13:00,42:13:00,Slightly drowsy
20,Post-intervention,42:13:00,43:13:00,Slightly drowsy
20,Post-intervention,43:13:00,44:13:00,Slightly drowsy
20,Post-intervention,44:13:00,45:13:00,Slightly drowsy
21,Pre-intervention,24:40:00,25:40:00,Very drowsy
21,Pre-intervention,25:40:00,26:40:00,Very drowsy
21,Pre-intervention,26:40:00,27:40:00,Very drowsy
21,Pre-intervention,27:40:00,28:40:00,Very drowsy
21,Pre-intervention,28:40:00,29:40:00,Very drowsy
21,Pre-intervention,29:40:00,30:40:00,Very drowsy
21,Pre-intervention,30:40:00,31:40:00,Very drowsy
21,Pre-intervention,31:40:00,32:40:00,Very drowsy
21,Pre-intervention,32:40:00,33:40:00,Very drowsy
21,Pre-intervention,33:40:00,34:40:00,Very drowsy
21,Intervention (n-back),34:40:00,35:40:00,Moderately Drowsy
21,Intervention (1-back),35:40:00,36:40:00,Very drowsy
21,Intervention (1-back),36:40:00,37:40:00,Moderately drowsy
21,Intervention (1-back),37:40:00,38:40:00,Very drowsy
21,Intervention (1-back),38:40:00,39:40:00,Very drowsy
21,Post-intervention (1-back),39:40:00,40:40:00,Very drowsy
21,Intervention (2-back),40:40:00,41:40:00,Extremely drowsy
21,Intervention (2-back),41:40:00,42:40:00,Very drowsy
21,Intervention (2-back),42:40:00,43:40:00,Very drowsy
21,Intervention (2-back),43:40:00,44:40:00,Very drowsy
21,Post-intervention,44:40:00,45:40:00,Extremely drowsy
21,Post-intervention,45:40:00,46:40:00,Very drowsy
22,Pre-intervention,31:43:00,32:43:00,Not drowsy
22,Pre-intervention,32:43:00,33:43:00,Slightly drowsy
22,Pre-intervention,33:43:00,34:43:00,Not drowsy
22,Pre-intervention,34:43:00,35:43:00,Not drowsy
22,Pre-intervention,35:43:00,36:43:00,Not drowsy
22,Pre-intervention,36:43:00,37:43:00,Not drowsy
22,Pre-intervention,37:43:00,38:43:00,Slightly drowsy
22,Pre-intervention,38:43:00,39:43:00,Slightly drowsy
22,Pre-intervention,39:43:00,40:43:00,Not drowsy
22,Pre-intervention,40:43:00,41:43:00,Slightly drowsy
22,Intervention (Combination),41:43:00,42:43:00,Not drowsy
22,Intervention (Combination 2-back),42:43:00,43:43:00,Not drowsy
22,Intervention (Combination 2-back),43:43:00,44:43:00,Not drowsy
22,Intervention (Combination 2-back),44:43:00,45:43:00,Not drowsy
22,Intervention (Combination 2-back),45:43:00,46:43:00,Not drowsy
22,Intervention (Automation),46:43:00,47:43:00,Not drowsy
22,Intervention (Combination 1-back),47:43:00,48:43:00,Not drowsy
22,Intervention (Combination 1-back),48:43:00,49:43:00,Not drowsy
22,Intervention (Combination 1-back),49:43:00,50:43:00,Not drowsy
22,Intervention (Combination 1-back),50:43:00,51:43:00,Not drowsy
22,Intervention (Automation),51:43:00,52:43:00,Slightly drowsy
22,Post-intervention,52:43:00,53:43:00,Not drowsy
22,Post-intervention,53:43:00,54:43:00,Not drowsy
22,Post-intervention,54:43:00,55:43:00,Slightly drowsy
22,Post-intervention,55:43:00,56:43:00,Slightly drowsy
22,Post-intervention,56:43:00,57:43:00,Not drowsy
22,Post-intervention,57:43:00,58:43:00,Slightly drowsy
22,Post-intervention,58:43:00,59:43:00,Slightly drowsy
22,Post-intervention,59:43:00,60:43:00,Not drowsy
22,Post-intervention,60:43:00,61:43:00,Slightly drowsy
22,Post-intervention,61:43:00,62:43:00,Slightly drowsy
22,Post-intervention,62:43:00,63:43:00,Not drowsy
23,Pre-intervention,31:40:00,32:40:00,Slightly drowsy
23,Pre-intervention,32:40:00,33:40:00,Slightly drowsy
23,Pre-intervention,33:40:00,34:40:00,Slightly drowsy
23,Pre-intervention,34:40:00,35:40:00,Slightly drowsy
23,Pre-intervention,35:40:00,36:40:00,Slightly drowsy
23,Pre-intervention,36:40:00,37:40:00,Slightly drowsy
23,Pre-intervention,37:40:00,38:40:00,Slightly drowsy
23,Pre-intervention,38:40:00,39:40:00,Slightly drowsy
23,Pre-intervention,39:40:00,40:40:00,Moderately drowsy
23,Pre-intervention,40:40:00,41:40:00,Moderately drowsy
23,Intervention (n-back),41:40:00,42:40:00,Slightly drowsy
23,Intervention (1-back),42:40:00,43:40:00,Slightly drowsy
23,Intervention (1-back),43:40:00,44:40:00,Slightly drowsy
23,Intervention (1-back),44:40:00,45:40:00,Very drowsy
23,Intervention (1-back),45:40:00,46:40:00,Slightly drowsy
23,Post-intervention (1-back),46:40:00,47:40:00,Slightly drowsy
23,Intervention (2-back),47:40:00,48:40:00,Slightly drowsy
23,Intervention (2-back),48:40:00,49:40:00,Slightly drowsy
23,Intervention (2-back),49:40:00,50:40:00,Slightly drowsy
23,Intervention (2-back),50:40:00,51:40:00,Slightly drowsy
23,Post-intervention,51:40:00,52:40:00,Slightly drowsy
23,Post-intervention,52:40:00,53:40:00,Slightly drowsy
23,Post-intervention,53:40:00,54:40:00,Slightly drowsy
23,Post-intervention,54:40:00,55:40:00,Slightly drowsy
23,Post-intervention,55:40:00,56:40:00,Slightly drowsy
23,Post-intervention,56:40:00,57:40:00,Slightly drowsy
23,Post-intervention,57:40:00,58:40:00,Very drowsy
23,Post-intervention,58:40:00,59:40:00,Slightly drowsy
23,Post-intervention,59:40:00,60:40:00,Slightly drowsy
23,Post-intervention,60:40:00,61:40:00,Slightly drowsy
23,Post-intervention,61:40:00,62:40:00,Moderately drowsy
24,Pre-intervention,60:15:00,61:15:00,Slightly drowsy
24,Pre-intervention,61:15:00,62:15:00,Slightly drowsy
24,Pre-intervention,62:15:00,63:15:00,Slightly drowsy
24,Pre-intervention,63:15:00,64:15:00,Not drowsy
24,Pre-intervention,64:15:00,65:15:00,Slightly drowsy
24,Pre-intervention,65:15:00,66:15:00,Slightly drowsy
24,Pre-intervention,66:15:00,67:15:00,Slightly drowsy
24,Pre-intervention,67:15:00,68:15:00,Slightly drowsy
24,Pre-intervention,68:15:00,69:15:00,Slightly drowsy
24,Pre-intervention,69:15:00,70:15:00,Slightly drowsy
24,Intervention (Combination),70:15:00,71:15:00,Not drowsy
24,Intervention (Combination 2-back),71:15:00,72:15:00,Not drowsy
24,Intervention (Combination 2-back),72:15:00,73:15:00,Not drowsy
24,Intervention (Combination 2-back),73:15:00,74:15:00,Not drowsy
24,Intervention (Combination 2-back),74:15:00,75:15:00,Not drowsy
24,Intervention (Automation),75:15:00,76:15:00,Not drowsy
24,Intervention (Combination 1-back),76:15:00,77:15:00,Not drowsy
24,Intervention (Combination 1-back),77:15:00,78:15:00,Not drowsy
24,Intervention (Combination 1-back),78:15:00,79:15:00,Not drowsy
24,Intervention (Combination 1-back),79:15:00,80:15:00,Not drowsy
24,Intervention (Automation),80:15:00,81:15:00,Not drowsy
24,Post-intervention,81:15:00,82:15:00,Not drowsy
24,Post-intervention,82:15:00,83:15:00,Slightly drowsy
24,Post-intervention,83:15:00,84:15:00,Slightly drowsy
24,Post-intervention,84:15:00,85:15:00,Slightly drowsy
24,Post-intervention,85:15:00,86:15:00,Slightly drowsy
24,Post-intervention,86:15:00,87:15:00,Slightly drowsy
24,Post-intervention,87:15:00,88:15:00,Slightly drowsy
24,Post-intervention,88:15:00,89:15:00,Slightly drowsy
24,Post-intervention,89:15:00,90:15:00,Slightly drowsy
24,Post-intervention,90:15:00,91:15:00,Slightly drowsy
25,Post-intervention,91:15:00,92:15:00,Slightly drowsy
26,Pre-intervention,52:15:00,53:15:00,Slightly drowsy
26,Pre-intervention,53:15:00,54:15:00,Slightly drowsy
26,Pre-intervention,54:15:00,55:15:00,Moderately drowsy
26,Pre-intervention,55:15:00,56:15:00,Moderately drowsy
26,Pre-intervention,56:15:00,57:15:00,Very drowsy
26,Pre-intervention,57:15:00,58:15:00,Not drowsy
26,Pre-intervention,58:15:00,59:15:00,Slightly drowsy
26,Pre-intervention,59:15:00,60:15:00,Slightly drowsy
26,Pre-intervention,60:15:00,61:15:00,Slightly drowsy
26,Pre-intervention,61:15:00,62:15:00,Slightly drowsy
26,Intervention (Combination),62:15:00,63:15:00,Not drowsy
26,Intervention (Combination 1-back),63:15:00,64:15:00,Not drowsy
26,Intervention (Combination 1-back),64:15:00,65:15:00,Slightly drowsy
26,Intervention (Combination 1-back),65:15:00,66:15:00,Not drowsy
26,Intervention (Combination 1-back),66:15:00,67:15:00,Not drowsy
26,Post-intervention (1-back),67:15:00,68:15:00,Not drowsy
26,Intervention (Combination 2-back),68:15:00,69:15:00,Not drowsy
26,Intervention (Combination 2-back),69:15:00,70:15:00,Not drowsy
26,Intervention (Combination 2-back),70:15:00,71:15:00,Not drowsy
26,Intervention (Combination 2-back),71:15:00,72:15:00,Not drowsy
26,Intervention (Automation),72:15:00,73:15:00,Not drowsy
26,Post-intervention,73:15:00,74:15:00,Not drowsy
26,Post-intervention,74:15:00,75:15:00,Not drowsy
26,Post-intervention,75:15:00,76:15:00,Not drowsy
26,Post-intervention,76:15:00,77:15:00,Not drowsy
26,Post-intervention,77:15:00,78:15:00,Slightly drowsy
26,Post-intervention,78:15:00,79:15:00,Moderately drowsy
26,Post-intervention,79:15:00,80:15:00,Not drowsy
26,Post-intervention,80:15:00,81:15:00,Moderately drowsy
26,Post-intervention,81:15:00,82:15:00,Not drowsy
26,Post-intervention,82:15:00,83:15:00,Not drowsy
26,Post-intervention,83:15:00,84:15:00,Slightly drowsy
27,Pre-intervention,30:45:00,31:45:00,Slightly drowsy
27,Pre-intervention,31:45:00,32:45:00,Slightly drowsy
27,Pre-intervention,32:45:00,33:45:00,Slightly drowsy
27,Pre-intervention,33:45:00,34:45:00,Slightly drowsy
27,Pre-intervention,34:45:00,35:45:00,Slightly drowsy
27,Pre-intervention,35:45:00,36:45:00,Slightly drowsy
27,Pre-intervention,36:45:00,37:45:00,Slightly drowsy
27,Pre-intervention,37:45:00,38:45:00,Slightly drowsy
27,Pre-intervention,38:45:00,39:45:00,Slightly drowsy
27,Pre-intervention,39:45:00,40:45:00,Slightly drowsy
27,Intervention (Combination),40:45:00,41:45:00,Not drowsy
27,Intervention (Combination 1-back),41:45:00,42:45:00,Slightly drowsy
27,Intervention (Combination 1-back),42:45:00,43:45:00,Slightly drowsy
27,Intervention (Combination 1-back),43:45:00,44:45:00,Slightly drowsy
27,Intervention (Combination 1-back),44:45:00,45:45:00,Slightly drowsy
27,Post-intervention (1-back),45:45:00,46:45:00,Slightly drowsy
27,Intervention (Combination 2-back),46:45:00,47:45:00,Slightly drowsy
27,Intervention (Combination 2-back),47:45:00,48:45:00,Slightly drowsy
27,Intervention (Combination 2-back),48:45:00,49:45:00,Slightly drowsy
27,Intervention (Combination 2-back),49:45:00,50:45:00,Slightly drowsy
27,Intervention (Automation),50:45:00,51:45:00,Slightly drowsy
27,Post-intervention,51:45:00,52:45:00,Slightly drowsy
27,Post-intervention,52:45:00,53:45:00,Slightly drowsy
27,Post-intervention,53:45:00,54:45:00,Slightly drowsy
27,Post-intervention,54:45:00,55:45:00,Slightly drowsy
27,Post-intervention,55:45:00,56:45:00,Slightly drowsy
27,Post-intervention,56:45:00,57:45:00,Slightly drowsy
27,Post-intervention,57:45:00,58:45:00,Slightly drowsy
27,Post-intervention,58:45:00,59:45:00,Slightly drowsy
27,Post-intervention,59:45:00,60:45:00,Not drowsy
27,Post-intervention,60:45:00,61:45:00,Slightly drowsy
27,Post-intervention,61:45:00,62:45:00,Slightly drowsy
28,Pre-intervention,34:03:00,35:03:00,Slightly drowsy
28,Pre-intervention,35:03:00,36:03:00,Slightly drowsy
28,Pre-intervention,36:03:00,37:03:00,Slightly drowsy
28,Pre-intervention,37:03:00,38:03:00,Slightly drowsy
28,Pre-intervention,38:03:00,39:03:00,Slightly drowsy
28,Pre-intervention,39:03:00,40:03:00,Slightly drowsy
28,Pre-intervention,40:03:00,41:03:00,Moderately drowsy
28,Pre-intervention,41:03:00,42:03:00,Moderately drowsy
28,Pre-intervention,42:03:00,43:03:00,Slightly drowsy
28,Pre-intervention,43:03:00,44:03:00,Moderately drowsy
28,Intervention (n-back),44:03:00,45:03:00,Slightly drowsy
28,Intervention (1-back),45:03:00,46:03:00,Not drowsy
28,Intervention (1-back),46:03:00,47:03:00,Not drowsy
28,Intervention (1-back),47:03:00,48:03:00,Slightly drowsy
28,Intervention (1-back),48:03:00,49:03:00,Slightly drowsy
28,Post-intervention (1-back),49:03:00,50:03:00,Slightly drowsy
28,Intervention (2-back),50:03:00,51:03:00,Slightly drowsy
28,Intervention (2-back),51:03:00,52:03:00,Slightly drowsy
28,Intervention (2-back),52:03:00,53:03:00,Slightly drowsy
28,Intervention (2-back),53:03:00,54:03:00,Slightly drowsy
28,Post-intervention,54:03:00,55:03:00,Slightly drowsy
28,Post-intervention,55:03:00,56:03:00,Slightly drowsy
28,Post-intervention,56:03:00,57:03:00,Not drowsy
28,Post-intervention,57:03:00,58:03:00,Slightly drowsy
28,Post-intervention,58:03:00,59:03:00,Not drowsy
28,Post-intervention,59:03:00,60:03:00,Not drowsy
28,Post-intervention,60:03:00,61:03:00,Slightly drowsy
28,Post-intervention,61:03:00,62:03:00,Slightly drowsy
28,Post-intervention,62:03:00,63:03:00,Not drowsy
28,Post-intervention,63:03:00,64:03:00,Slightly drowsy
28,Post-intervention,64:03:00,65:03:00,Slightly drowsy
29,Pre-intervention,33:06:00,34:06:00,Moderately drowsy
29,Pre-intervention,34:06:00,35:06:00,Slightly drowsy
29,Pre-intervention,35:06:00,36:06:00,Very drowsy
29,Pre-intervention,36:06:00,37:06:00,Moderately drowsy
29,Pre-intervention,37:06:00,38:06:00,Moderately drowsy
29,Pre-intervention,38:06:00,39:06:00,Moderately drowsy
29,Pre-intervention,39:06:00,40:06:00,Slightly drowsy
29,Pre-intervention,40:06:00,41:06:00,Moderately drowsy
29,Pre-intervention,41:06:00,42:06:00,Slightly drowsy
29,Pre-intervention,42:06:00,43:06:00,Slightly drowsy
29,Intervention (Automation),43:06:00,44:06:00,Not drowsy
29,Intervention (Automation),44:06:00,45:06:00,Not drowsy
29,Intervention (Automation),45:06:00,46:06:00,Not drowsy
29,Intervention (Automation),46:06:00,47:06:00,Moderately drowsy
29,Intervention (Automation),47:06:00,48:06:00,Slightly drowsy
29,Intervention (Automation),48:06:00,49:06:00,Moderately drowsy
29,Intervention (Automation),49:06:00,50:06:00,Extremely drowsy
29,Intervention (Automation),50:06:00,51:06:00,Extremely drowsy
29,Intervention (Automation),51:06:00,52:06:00,Extremely drowsy
29,Intervention (Automation),52:06:00,53:06:00,Extremely drowsy
29,Intervention (Automation),53:06:00,54:06:00,Extremely drowsy
29,Post-intervention,54:06:00,55:06:00,Moderately drowsy
29,Post-intervention,55:06:00,56:06:00,Slightly drowsy
29,Post-intervention,56:06:00,57:06:00,Moderately drowsy
29,Post-intervention,57:06:00,58:06:00,Slightly drowsy
29,Post-intervention,58:06:00,59:06:00,Moderately drowsy
29,Post-intervention,59:06:00,60:06:00,Moderately drowsy
29,Post-intervention,60:06:00,61:06:00,Slightly drowsy
29,Post-intervention,61:06:00,62:06:00,Slightly drowsy
29,Post-intervention,62:06:00,63:06:00,Moderately drowsy
29,Post-intervention,63:06:00,64:06:00,Slightly drowsy
29,Post-intervention,64:06:00,65:06:00,Not drowsy
30,Pre-intervention,32:14:00,33:14:00,Slightly drowsy
30,Pre-intervention,33:14:00,34:14:00,Not drowsy
30,Pre-intervention,34:14:00,35:14:00,Slightly drowsy
30,Pre-intervention,35:14:00,36:14:00,Not drowsy
30,Pre-intervention,36:14:00,37:14:00,Slightly drowsy
30,Pre-intervention,37:14:00,38:14:00,Slightly drowsy
30,Pre-intervention,38:14:00,39:14:00,Not drowsy
30,Pre-intervention,39:14:00,40:14:00,Slightly drowsy
30,Pre-intervention,40:14:00,41:14:00,Moderately drowsy
30,Pre-intervention,41:14:00,42:14:00,Slightly drowsy
30,Intervention (Automation),42:14:00,43:14:00,Not drowsy
30,Intervention (Automation),43:14:00,44:14:00,Not drowsy
30,Intervention (Automation),44:14:00,45:14:00,Slightly drowsy
30,Intervention (Automation),45:14:00,46:14:00,Not drowsy
30,Intervention (Automation),46:14:00,47:14:00,Slightly drowsy
30,Intervention (Automation),47:14:00,48:14:00,Not drowsy
30,Intervention (Automation),48:14:00,49:14:00,Slightly drowsy
30,Intervention (Automation),49:14:00,50:14:00,Slightly drowsy
30,Intervention (Automation),50:14:00,51:14:00,Slightly drowsy
30,Intervention (Automation),51:14:00,52:14:00,Slightly drowsy
30,Intervention (Automation),52:14:00,53:14:00,Slightly drowsy
30,Post-intervention,53:14:00,54:14:00,Not drowsy
30,Post-intervention,54:14:00,55:14:00,Slightly drowsy
30,Post-intervention,55:14:00,56:14:00,Slightly drowsy
30,Post-intervention,56:14:00,57:14:00,Slightly drowsy
30,Post-intervention,57:14:00,58:14:00,Slightly drowsy
30,Post-intervention,58:14:00,59:14:00,Slightly drowsy
30,Post-intervention,59:14:00,60:14:00,Moderately drowsy
30,Post-intervention,60:14:00,61:14:00,Moderately drowsy
30,Post-intervention,61:14:00,62:14:00,Not drowsy
30,Post-intervention,62:14:00,63:14:00,Not drowsy
30,Post-intervention,63:14:00,64:14:00,Slightly drowsy
31,Pre-intervention,36:07:00,37:07:00,Moderately drowsy
31,Pre-intervention,37:07:00,38:07:00,Moderately drowsy
31,Pre-intervention,38:07:00,39:07:00,Slightly drowsy
31,Pre-intervention,39:07:00,40:07:00,Slightly drowsy
31,Pre-intervention,40:07:00,41:07:00,Moderately drowsy
31,Pre-intervention,41:07:00,42:07:00,Slightly drowsy
31,Pre-intervention,42:07:00,43:07:00,Slightly drowsy
31,Pre-intervention,43:07:00,44:07:00,Slightly drowsy
31,Pre-intervention,44:07:00,45:07:00,Slightly drowsy
31,Pre-intervention,45:07:00,46:07:00,Slightly drowsy
31,Intervention (n-back),46:07:00,47:07:00,Slightly drowsy
31,Intervention (2-back),47:07:00,48:07:00,Slightly drowsy
31,Intervention (2-back),48:07:00,49:07:00,Not drowsy
31,Intervention (2-back),49:07:00,50:07:00,Not drowsy
31,Intervention (2-back),50:07:00,51:07:00,Slightly drowsy
31,Post-intervention (2-back),51:07:00,52:07:00,Not drowsy
31,Intervention (1-back),52:07:00,53:07:00,Slightly drowsy
31,Intervention (1-back),53:07:00,54:07:00,Slightly drowsy
31,Intervention (1-back),54:07:00,55:07:00,Slightly drowsy
31,Intervention (1-back),55:07:00,56:07:00,Slightly drowsy
31,Post-intervention,56:07:00,57:07:00,Slightly drowsy
31,Post-intervention,57:07:00,58:07:00,Not drowsy
31,Post-intervention,58:07:00,59:07:00,Not drowsy
31,Post-intervention,59:07:00,60:07:00,Slightly drowsy
31,Post-intervention,60:07:00,61:07:00,Slightly drowsy
31,Post-intervention,61:07:00,62:07:00,Slightly drowsy
31,Post-intervention,62:07:00,63:07:00,Slightly drowsy
31,Post-intervention,63:07:00,64:07:00,Slightly drowsy
31,Post-intervention,64:07:00,65:07:00,Moderately drowsy
31,Post-intervention,65:07:00,66:07:00,Moderately drowsy
31,Post-intervention,66:07:00,67:07:00,Slightly drowsy
32,Pre-intervention,31:39:00,32:39:00,Slightly drowsy
32,Pre-intervention,32:39:00,33:39:00,Slightly drowsy
32,Pre-intervention,33:39:00,34:39:00,Slightly drowsy
32,Pre-intervention,34:39:00,35:39:00,Slightly drowsy
32,Pre-intervention,35:39:00,36:39:00,Not drowsy
32,Pre-intervention,36:39:00,37:39:00,Not drowsy
32,Pre-intervention,37:39:00,38:39:00,Slightly drowsy
32,Pre-intervention,38:39:00,39:39:00,Slightly drowsy
32,Pre-intervention,39:39:00,40:39:00,Slightly drowsy
32,Pre-intervention,40:39:00,41:39:00,Slightly drowsy
32,Intervention (Automation),41:39:00,42:39:00,Not drowsy
32,Intervention (Automation),42:39:00,43:39:00,Slightly drowsy
32,Intervention (Automation),43:39:00,44:39:00,Slightly drowsy
32,Intervention (Automation),44:39:00,45:39:00,Slightly drowsy
32,Intervention (Automation),45:39:00,46:39:00,Slightly drowsy
32,Intervention (Automation),46:39:00,47:39:00,Moderately drowsy
32,Intervention (Automation),47:39:00,48:39:00,Slightly drowsy
32,Intervention (Automation),48:39:00,49:39:00,Slightly drowsy
32,Intervention (Automation),49:39:00,50:39:00,Slightly drowsy
32,Intervention (Automation),50:39:00,51:39:00,Slightly drowsy
32,Intervention (Automation),51:39:00,52:39:00,Not drowsy
32,Post-intervention,52:39:00,53:39:00,Not drowsy
32,Post-intervention,53:39:00,54:39:00,Not drowsy
32,Post-intervention,54:39:00,55:39:00,Not drowsy
32,Post-intervention,55:39:00,56:39:00,Not drowsy
32,Post-intervention,56:39:00,57:39:00,Slightly drowsy
32,Post-intervention,57:39:00,58:39:00,Not drowsy
32,Post-intervention,58:39:00,59:39:00,Slightly drowsy
32,Post-intervention,59:39:00,60:39:00,Slightly drowsy
32,Post-intervention,60:39:00,61:39:00,Slightly drowsy
32,Post-intervention,61:39:00,62:39:00,Not drowsy
32,Post-intervention,62:39:00,63:39:00,Not drowsy
33,Pre-intervention,38:48:00,39:48:00,Slightly drowsy
33,Pre-intervention,39:48:00,40:48:00,Moderately drowsy
33,Pre-intervention,40:48:00,41:48:00,Moderately drowsy
33,Pre-intervention,41:48:00,42:48:00,Slightly drowsy
33,Pre-intervention,42:48:00,43:48:00,Slightly drowsy
33,Pre-intervention,43:48:00,44:48:00,Moderately drowsy
33,Pre-intervention,44:48:00,45:48:00,Slightly drowsy
33,Pre-intervention,45:48:00,46:48:00,Slightly drowsy
33,Pre-intervention,46:48:00,47:48:00,Moderately drowsy
33,Pre-intervention,47:48:00,48:48:00,Slightly drowsy
33,Intervention (n-back),48:48:00,49:48:00,Not drowsy
33,Intervention (1-back),49:48:00,50:48:00,Not drowsy
33,Intervention (1-back),50:48:00,51:48:00,Not drowsy
33,Intervention (1-back),51:48:00,52:48:00,Slightly drowsy
33,Intervention (1-back),52:48:00,53:48:00,Not drowsy
33,Post-intervention,53:48:00,54:48:00,Not drowsy
33,Intervention (2-back),54:48:00,55:48:00,Not drowsy
33,Intervention (2-back),55:48:00,56:48:00,Not drowsy
33,Intervention (2-back),56:48:00,57:48:00,Not drowsy
33,Intervention (2-back),57:48:00,58:48:00,Not drowsy
33,Post-intervention,58:48:00,59:48:00,Not drowsy
33,Post-intervention,59:48:00,60:48:00,Not drowsy
33,Post-intervention,60:48:00,61:48:00,Not drowsy
33,Post-intervention,61:48:00,62:48:00,Not drowsy
33,Post-intervention,62:48:00,63:48:00,Slightly drowsy
33,Post-intervention,63:48:00,64:48:00,Slightly drowsy
33,Post-intervention,64:48:00,65:48:00,Not drowsy
33,Post-intervention,65:48:00,66:48:00,Not drowsy
33,Post-intervention,66:48:00,67:48:00,Slightly drowsy
33,Post-intervention,67:48:00,68:48:00,Not drowsy
33,Post-intervention,68:48:00,69:48:00,Slightly drowsy
34,Pre-intervention,46:30:00,47:30:00,Moderately drowsy
34,Pre-intervention,47:30:00,48:30:00,Moderately drowsy
34,Pre-intervention,48:30:00,49:30:00,Moderately drowsy
34,Pre-intervention,49:30:00,50:30:00,Slightly drowsy
34,Pre-intervention,50:30:00,51:30:00,Slightly drowsy
34,Pre-intervention,51:30:00,52:30:00,Slightly drowsy
34,Pre-intervention,52:30:00,53:30:00,Slightly drowsy
34,Pre-intervention,53:30:00,54:30:00,Slightly drowsy
34,Pre-intervention,54:30:00,55:30:00,Slightly drowsy
34,Pre-intervention,55:30:00,56:30:00,Slightly drowsy
34,Intervention (Automation),56:30:00,57:30:00,Not drowsy
34,Intervention (Automation),57:30:00,58:30:00,Not drowsy
34,Intervention (Automation),58:30:00,59:30:00,Not drowsy
34,Intervention (Automation),59:30:00,60:30:00,Not drowsy
34,Intervention (Automation),60:30:00,61:30:00,Not drowsy
34,Intervention (Automation),61:30:00,62:30:00,Slightly drowsy
34,Intervention (Automation),62:30:00,63:30:00,Not drowsy
34,Intervention (Automation),63:30:00,64:30:00,Slightly drowsy
34,Intervention (Automation),64:30:00,65:30:00,Not drowsy
34,Intervention (Automation),65:30:00,66:30:00,Not drowsy
34,Intervention (Automation),66:30:00,67:30:00,Not drowsy
34,Post-intervention,67:30:00,68:30:00,Not drowsy
34,Post-intervention,68:30:00,69:30:00,Slightly drowsy
34,Post-intervention,69:30:00,70:30:00,Slightly drowsy
34,Post-intervention,70:30:00,71:30:00,Slightly drowsy
34,Post-intervention,71:30:00,72:30:00,Slightly drowsy
34,Post-intervention,72:30:00,73:30:00,Slightly drowsy
34,Post-intervention,73:30:00,74:30:00,Slightly drowsy
34,Post-intervention,74:30:00,75:30:00,Slightly drowsy
34,Post-intervention,75:30:00,76:30:00,Not drowsy
34,Post-intervention,76:30:00,77:30:00,Not drowsy
34,Post-intervention,77:30:00,78:30:00,Not drowsy
35,Pre-intervention,60:00:00,61:00:00,Slightly drowsy
35,Pre-intervention,61:00:00,62:00:00,Moderately drowsy
35,Pre-intervention,62:00:00,63:00:00,Not drowsy
35,Pre-intervention,63:00:00,64:00:00,Not drowsy
35,Pre-intervention,64:00:00,65:00:00,Moderately Drowsy
35,Pre-intervention,65:00:00,66:00:00,Moderately Drowsy
35,Pre-intervention,66:00:00,67:00:00,Not drowsy
35,Pre-intervention,67:00:00,68:00:00,Slightly drowsy
35,Pre-intervention,68:00:00,69:00:00,Not drowsy
35,Pre-intervention,69:00:00,70:00:00,Not drowsy
35,Intervention (Automation),70:00:00,71:00:00,Not drowsy
35,Intervention (Automation),71:00:00,72:00:00,Not drowsy
35,Intervention (Automation),72:00:00,73:00:00,Not drowsy
35,Intervention (Automation),73:00:00,74:00:00,Not drowsy
35,Intervention (Automation),74:00:00,75:00:00,Not drowsy
35,Intervention (Automation),75:00:00,76:00:00,Not drowsy
35,Intervention (Automation),76:00:00,77:00:00,Not drowsy
35,Intervention (Automation),77:00:00,78:00:00,Not drowsy
35,Intervention (Automation),78:00:00,79:00:00,Not drowsy
35,Intervention (Automation),79:00:00,80:00:00,Not drowsy
35,Intervention (Automation),80:00:00,81:00:00,Slightly drowsy
35,Post-intervention,81:00:00,82:00:00,Not drowsy
35,Post-intervention,82:00:00,83:00:00,Slightly drowsy
35,Post-intervention,83:00:00,84:00:00,Not drowsy
